 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Total Asset Turnover, Fixed Assets Turnover Frequency, Revenue per person, Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Cash/Current Liability, Current Liability to Assets, Total expense/Assets, Cash Turnover Rate, Fixed Assets to Assets, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Net Income to Total Assets, Equity to Liability,Bankrupt?
0.55311266,0.612243785,0.607848386,0.076930863,0.201887826,0.201887826,0.201887826,0.24335823,0.124338409,0.199216691,0.092450948,0.907549052,0.005467751,0.371126838,0.122152198,0.192821054,0.20089955,0.000346476,0.011142282,0.397232084,0.860721846,0.565039599,0.081779812,0.005476479,0.078936127,0.021644581,5450000000.0,0.282207349,0.113517753,0.650855417,0.461422039,0.690661596,0.83386868,0.041279245,0
0.473017111,0.535106847,0.525349323,0.584877012,0.166280393,0.166280393,0.166280393,0.214332987,0.101294683,0.170671085,0.185143755,0.814856245,0.007849807,0.377376237,0.101250672,0.169662921,0.352323838,0.006505881,0.233961488,0.401178173,0.776702134,0.309472211,0.06691413,0.002093489,0.169502799,0.043238411,1740000000.0,0.034192371,0.110933234,0.629654274,0.457436452,0.564034984,0.796539259,0.01893979,0
0.464827183,0.540558221,0.522190695,0.0,0.18777127,0.18777127,0.18777127,0.216507516,0.097386206,0.171198313,0.036369683,0.963630317,0.007710569,0.369637181,0.097277183,0.17014554,0.077961019,0.000531818,0.0230219,0.394405373,0.854684144,0.494038303,0.237590196,0.037012943,0.033659293,0.020174503,0.000307753,0.082987057,0.110933234,0.609260644,0.437608539,0.577307065,0.802168846,0.104100157,0
0.492273193,0.533471435,0.54017881,0.0,0.191816611,0.191816611,0.191816611,0.214143897,0.094454849,0.169390676,0.03766968,0.96233032,0.00502604,0.37113914,0.094435488,0.168426212,0.017991004,1290000000.0,0.00695034,0.390911558,0.746199078,0.090556506,0.014129931,0.002238198,0.033095429,0.004825555,7890000000.0,0.82421307,0.111947066,0.607290456,0.437044158,0.611103606,0.795983639,0.10077189,0
0.514600497,0.559638029,0.570159002,0.065897358,0.179006363,0.179006363,0.179006363,0.222463837,0.103330348,0.176244634,0.070169604,0.929830396,0.005153876,0.371025067,0.103343267,0.175265817,0.128935532,0.000124066,0.0052671,0.393387757,0.824484768,0.380824641,0.088961265,0.00889794,0.052691792,0.03303774,7820000000.0,0.530635339,0.113140557,0.66124895,0.46572081,0.631669571,0.810805754,0.054925922,0
0.506215571,0.568360227,0.554365865,0.16064379,0.174581771,0.174581771,0.174581771,0.223409284,0.101050403,0.178428862,0.041539438,0.958460562,0.022278401,0.369637181,0.101071539,0.177482844,0.113943028,0.003993552,0.003948122,0.392992017,0.918143299,0.782512256,0.583992329,0.069801498,0.044015455,0.135649495,0.000559124,0.013871446,0.110933234,0.639899814,0.457544449,0.613800404,0.818085203,0.09189543,0
0.551016429,0.618131269,0.602601852,0.080979856,0.301462222,0.301462222,0.301462222,0.27569254,0.15633906,0.230323115,0.045439429,0.954560571,0.012238891,0.369637181,0.155470875,0.222630269,0.146926537,0.001978998,0.041898859,0.421666177,0.926139528,0.676287788,0.25676209,0.027166452,0.049785362,0.027664677,0.000228082,0.031891388,0.110933234,0.630084527,0.452511056,0.648538753,0.838441168,0.084380997,0
0.533271584,0.592673354,0.591198672,0.022775585,0.186591378,0.186591378,0.186591378,0.243641864,0.121814185,0.193040597,0.160201953,0.839798047,0.005046868,0.378286582,0.121802075,0.192082045,0.085457271,7110000000.0,0.00742623,0.397763506,0.754763937,0.194980171,0.020314761,0.00134305,0.079962078,0.019898525,2930000000.0,0.636281514,0.129057509,0.645842476,0.459738918,0.640054948,0.82605339,0.022477352,0
0.383171647,0.437472743,0.430162214,0.0,0.187981965,0.187981965,0.187981965,0.182187766,0.089487827,0.143556526,0.047706866,0.952293134,0.005598313,0.370335038,0.089517482,0.142515647,0.017991004,3710000000.0,0.011386102,0.379197666,0.788181882,0.174270988,0.007313302,0.000847747,0.045399617,0.036799225,3970000000.0,0.270059174,0.11100539,0.626496635,0.450998974,0.579776609,0.735118647,0.080510693,0
0.484132014,0.554241169,0.541142459,0.0,0.17791075,0.17791075,0.17791075,0.221329299,0.101946096,0.174964224,0.059134746,0.940865254,0.007149281,0.370161693,0.101364665,0.17313174,0.083958021,0.000250401,0.023444913,0.399923113,0.766976386,0.192895215,0.033120421,0.004041086,0.043108452,0.024797025,4050000000.0,0.093237793,0.110933234,0.639072151,0.457681707,0.584707408,0.809906231,0.065227203,0
0.499195632,0.507304841,0.539268697,0.0,0.173570435,0.173570435,0.173570435,0.208754845,0.090546372,0.164871582,0.071741694,0.928258306,0.00510941,0.371173809,0.090518996,0.163909207,0.097451274,7790000000.0,0.006251193,0.390527125,0.808320257,0.337885312,0.174920729,0.016469014,0.056006215,0.008130366,0.00019615,0.59648134,0.113681181,0.681319608,0.472506826,0.598590721,0.781975754,0.053712073,0
0.493053186,0.539031836,0.541784892,0.514728211,0.177320804,0.177320804,0.177320804,0.215562069,0.094129143,0.173081268,0.074462618,0.925537382,0.005474398,0.372217239,0.094158646,0.172030767,0.037481259,6580000000.0,0.004617893,0.391409059,0.76970083,0.202222414,0.126413975,0.010353936,0.064451622,0.013007526,0.000351404,0.288105082,0.111806666,0.659694744,0.464852532,0.593908889,0.799897591,0.051693706,0
0.494710671,0.545900567,0.549172868,0.257313493,0.150393999,0.150393999,0.150393999,0.21518389,0.099584724,0.170671085,0.163769387,0.836230613,0.005055517,0.380348839,0.099589623,0.169708167,0.142428786,0.000170968,0.014432384,0.394167929,0.70301486,0.135443917,0.059570356,0.002239942,0.140953463,0.040098557,4290000000.0,0.435632717,0.115720472,0.652858888,0.460824005,0.601535502,0.797758068,0.021907253,0
0.473650856,0.550370693,0.526687724,0.0,0.142176899,0.142176899,0.142176899,0.215467524,0.095106262,0.171574904,0.146143846,0.853856154,0.033474554,0.369637181,0.095103164,0.170266194,0.031484258,0.000135413,0.041046957,0.390572353,0.835881367,0.510262402,0.377212217,0.013024923,0.153537079,0.003151081,0.002113776,0.005014532,0.110933234,0.80199172,0.487000655,0.572818074,0.803030893,0.024985534,0
0.54394774,0.602431313,0.587665293,0.178358133,0.219628334,0.219628334,0.219628334,0.244209133,0.127351193,0.198990736,0.01919763,0.98080237,0.006515162,0.369637181,0.126703796,0.197383304,0.04197901,0.000148274,0.01445001,0.424854707,0.899958129,0.637967916,0.396886837,0.093247234,0.022157282,0.021586579,0.001043979,0.147187408,0.110933234,0.669708213,0.48904189,0.636267543,0.837753553,0.183023762,0
0.602154731,0.680385957,0.661223834,0.035428687,0.224137205,0.224137205,0.224137205,0.299612366,0.10088755,0.24026512,0.126371799,0.873628201,0.010747823,0.377271111,0.100908691,0.239371088,0.031484258,0.000335129,0.04403155,0.408798987,0.731872905,0.051928179,0.032483404,0.00451383,0.037793042,0.005369758,0.00013723,0.041090728,0.126403752,0.642851803,0.459258928,0.587426973,0.865779196,0.02942738,0
0.504119339,0.566288705,0.548583971,0.250126531,0.183473094,0.183473094,0.183473094,0.232012858,0.11570719,0.188973413,0.157329867,0.842670133,0.006136242,0.377486954,0.115711564,0.187987331,0.224887556,0.00134354,0.13092255,0.416227584,0.844204214,0.769361352,0.087618462,0.003062229,0.151685546,0.018887945,3590000000.0,0.101381634,0.11325382,0.633536107,0.457750406,0.707042738,0.81646818,0.022952117,0
0.504509336,0.552278674,0.543872798,0.405607855,0.20913573,0.20913573,0.20913573,0.230689231,0.110414461,0.191910823,0.159839163,0.840160837,0.005377401,0.371266633,0.110125881,0.190619109,0.313343328,0.0008208,0.02109484,0.393478212,0.752461515,0.246730962,0.162167051,0.005893631,0.145851665,0.064715254,5220000000.0,0.215182976,0.113463985,0.628787795,0.45701494,0.576485273,0.808833206,0.022535376,0
0.381952908,0.438344963,0.426468226,0.0,0.169398677,0.169398677,0.169398677,0.188900444,0.093966289,0.149581984,0.080146325,0.919853675,0.006257265,0.372020408,0.093955087,0.148555916,0.022488756,8170000000.0,0.015398851,0.388005699,0.728851231,0.041538649,0.00346103,0.000414773,0.043898016,0.038675218,1610000000.0,0.144237001,0.113144264,0.641918173,0.458960674,0.578013086,0.736420685,0.047933962,0
0.480378297,0.543283908,0.536324214,0.0,0.181618979,0.181618979,0.181618979,0.214616621,0.104307467,0.169917903,0.11715089,0.88284911,0.005584019,0.376090122,0.104157506,0.168954076,0.071964018,0.000169455,0.02126522,0.400352774,0.764338085,0.324190701,0.009326711,0.000436224,0.113224929,0.018062887,1390000000.0,0.203519998,0.111787936,0.641420784,0.458948809,0.627966865,0.797123674,0.031997034,0
0.55087018,0.620148277,0.610792869,0.012146978,0.228098268,0.228098268,0.228098268,0.26160537,0.135168146,0.211192287,0.077546331,0.922453669,0.0055816,0.369772503,0.135196313,0.207005505,0.194902549,0.000391866,0.021415038,0.401980959,0.878363208,0.493510942,0.138588051,0.009313404,0.078657332,0.029077291,8320000000.0,0.241830925,0.110933234,0.691347519,0.474776341,0.63059377,0.843679579,0.049578837,0
0.470530883,0.535542957,0.517907811,0.330296589,0.173275462,0.173275462,0.173275462,0.209133024,0.095269115,0.170520449,0.178462376,0.821537624,0.005252124,0.378917337,0.095241585,0.169466858,0.106446777,0.000226949,0.01843632,0.391963094,0.749191406,0.491280234,0.043147034,0.001402621,0.16311447,0.028072073,4540000000.0,0.230621707,0.113601611,0.653657835,0.460814098,0.574577233,0.797317705,0.019792142,0
0.466484668,0.539413432,0.516408801,0.180888754,0.165100501,0.165100501,0.165100501,0.212914815,0.096164807,0.171122995,0.192943737,0.807056263,0.005584297,0.381374376,0.096145391,0.170175703,0.226386807,0.000922927,0.06311414,0.392664119,0.804032746,0.740824017,0.015128668,0.000413695,0.194000955,0.021546983,759000000.0,0.121134257,0.112564966,0.635150422,0.458240066,0.57601438,0.797529456,0.018015352,0
0.483010774,0.536796773,0.525028106,0.647737625,0.179849142,0.179849142,0.179849142,0.214900255,0.104063187,0.172855314,0.039302234,0.960697766,0.005567195,0.370602327,0.103799241,0.171668803,0.20089955,0.000335885,0.018791769,0.396056172,0.808263511,0.347586549,0.067514281,0.008073738,0.043992776,0.055841594,3850000000.0,0.2886326,0.110933234,0.65642531,0.467378363,0.572505194,0.798791305,0.096839152,0
0.411690148,0.455189708,0.466834413,0.0,0.149466942,0.149466942,0.149466942,0.202609436,0.091767771,0.154101077,0.124164828,0.875835172,0.0065544,0.375955919,0.091748498,0.15688108,0.133433283,0.000576451,0.128419723,0.368410936,0.76005571,0.456722711,0.002118002,8870000000.0,0.126490431,0.044926944,172000000.0,0.089789196,0.110933234,0.605668328,0.451669707,0.565346295,0.749286397,0.030007699,0
0.534929069,0.591692106,0.576262113,0.235752607,0.220386836,0.220386836,0.220386836,0.257161766,0.138343783,0.214129698,0.128578771,0.871421229,0.005706933,0.372304471,0.138355562,0.213173969,0.196401799,0.000549974,0.043864107,0.408855521,0.824502308,0.38113268,0.074251168,0.004514751,0.086984625,0.024128327,4090000000.0,0.190339393,0.116059776,0.648463018,0.460366437,0.647258389,0.831723922,0.028866779,0
0.499146882,0.559147405,0.54371219,0.292843405,0.181366146,0.181366146,0.181366146,0.227380165,0.112694406,0.184755592,0.191613508,0.808386492,0.010146963,0.380393573,0.112316185,0.182271322,0.374812594,0.006996091,0.096282479,0.402297551,0.831316439,0.592683406,0.0272314,0.00079866,0.180848195,0.026687616,967000000.0,0.021410014,0.115430294,0.644121751,0.45943408,0.490735777,0.80682956,0.018167276,0
0.47316336,0.538323157,0.515712833,0.790160947,0.153090894,0.153090894,0.153090894,0.21282027,0.091442065,0.172252768,0.129455513,0.870544487,0.005994279,0.374812954,0.091805494,0.171027826,0.157421289,0.000644536,0.028791328,0.387870017,0.784824521,0.483603273,0.251358015,0.010390649,0.128169932,0.03000759,0.000169656,0.126096425,0.111146055,0.672778166,0.465126126,0.591925113,0.797787576,0.028649967,0
0.535172817,0.569559529,0.579474276,0.2956777,0.182756732,0.182756732,0.182756732,0.22908197,0.112450126,0.183098592,0.073313783,0.926686217,0.010176078,0.371611088,0.112438321,0.182165749,0.16191904,0.001506187,0.024975398,0.402331471,0.835847357,0.552462746,0.147867544,0.009923671,0.078763663,0.044495,0.000100055,0.039086783,0.110933234,0.658225484,0.46443941,0.636500175,0.817614993,0.052528265,0
0.446253595,0.504633668,0.496011564,0.0,0.158484682,0.158484682,0.158484682,0.211307554,0.097711913,0.166603901,0.026090637,0.973909363,0.048438102,0.369637181,0.09770873,0.165636076,0.073463268,0.005199409,0.034058429,0.400929423,0.923612209,0.75831378,0.577332732,0.098629807,0.030651516,0.035207741,0.000805845,0.005907413,0.110933234,0.737665568,0.540745972,0.658204758,0.779886955,0.140599745,0
0.474723346,0.508177061,0.526634188,0.0,0.224979984,0.224979984,0.224979984,0.216791151,0.081508021,0.158544852,0.076609124,0.923390876,0.005778123,0.371359457,0.081497223,0.157529598,0.067466267,0.000162647,0.009920244,0.387530811,0.778501453,0.169531555,0.037608923,0.00342842,0.057859829,0.036992948,6020000000.0,0.209191094,0.112620341,0.647097946,0.460624903,0.536013133,0.781866594,0.050214079,0
0.501828109,0.558438727,0.549440548,0.116813443,0.17955417,0.17955417,0.17955417,0.222842016,0.10829737,0.177449725,0.159294978,0.840705022,0.006320613,0.376910999,0.108253131,0.176510067,0.140929535,0.00059839,0.069612091,0.408685918,0.751361066,0.30897118,0.07816688,0.003686037,0.112297784,0.021515097,6170000000.0,0.113537987,0.122322308,0.663523589,0.462576059,0.611303082,0.806166151,0.022625974,0
0.510164286,0.571085914,0.555168906,0.161959713,0.173191185,0.173191185,0.173191185,0.220762031,0.100968976,0.178127589,0.030534813,0.969465187,0.007828172,0.369637181,0.100680704,0.176856949,0.077961019,0.000459194,0.015260785,0.398317541,0.917259539,0.609443694,0.229109424,0.034096176,0.035256801,0.032661973,0.000326908,0.081637465,0.110933234,0.669016898,0.4788736,0.653452732,0.819030309,0.122269814,0
0.47316336,0.537505451,0.523100808,0.451563923,0.189498968,0.189498968,0.189498968,0.215845703,0.097223353,0.17217745,0.08177888,0.91822112,0.007302617,0.372788722,0.097187617,0.171201267,0.142428786,0.000907041,0.040183306,0.393828724,0.816738668,0.465951104,0.033042686,0.002104813,0.08300823,0.010501774,2520000000.0,0.079393646,0.110933234,0.639722732,0.458298159,0.573394856,0.798453415,0.046936285,0
0.58518988,0.652802006,0.642486214,0.055977326,0.194766339,0.194766339,0.194766339,0.251867259,0.137773797,0.202154101,0.051969647,0.948030353,0.006620222,0.369717703,0.137785594,0.201206546,0.163418291,0.000604442,0.025700983,0.418206282,0.876107248,0.573486735,0.337328906,0.03239981,0.054890725,0.046778849,0.000250721,0.123315798,0.111076805,0.697152997,0.484520701,0.649716656,0.859854091,0.074100018,0
0.439916151,0.504252072,0.489266021,0.0,0.185622182,0.185622182,0.185622182,0.208376666,0.087615015,0.16457031,0.015418569,0.984581431,0.005094949,0.369703165,0.087628446,0.164120353,0.00149925,15100000.0,0.000740273,0.373453789,0.802171042,0.256785372,0.171650524,0.045216741,0.019710377,0.011746134,0.013228852,0.707942415,0.110933234,0.551685057,0.338477781,0.570768108,0.78256706,0.218822321,0
0.442694876,0.444450502,0.475667862,0.0,0.171674181,0.171674181,0.171674181,0.156471589,0.056998616,0.104617007,0.212866947,0.787133053,0.005053209,0.394037572,0.057232889,0.123120428,0.050974513,469000000.0,0.03198449,0.345763325,0.726318585,0.225849156,0.116221838,0.005427353,0.113403323,0.017411443,0.000262828,0.533453657,0.147397063,0.686799626,0.464573719,0.52459646,0.745900634,0.015961937,0
0.490128211,0.543774531,0.543283902,0.189897763,0.248619949,0.248619949,0.248619949,0.220762031,0.112938686,0.17639527,0.106267195,0.893732805,0.005347006,0.374697763,0.11253603,0.175265817,0.03898051,5600000000.0,0.020630701,0.406175799,0.777696665,0.239084594,0.099026133,0.010976734,0.04749869,0.01354499,0.000272456,0.377707486,0.12012318,0.633149184,0.456955619,0.633042435,0.800346819,0.035573102,0
0.476819578,0.59976014,0.528133198,0.034922563,0.191648055,0.191648055,0.191648055,0.214332987,0.097223353,0.192136778,0.095443964,0.904556036,0.005036468,0.370437928,0.097187617,0.191192218,0.03898051,2950000000.0,0.007875681,0.393172927,0.780720771,0.19194581,0.086252374,0.018572825,0.024219218,0.009020166,0.000243085,0.633609983,0.112603607,0.63844401,0.458095711,0.58957106,0.834760832,0.039908793,0
0.533905328,0.60750109,0.592055249,0.0,0.187265602,0.187265602,0.187265602,0.234281932,0.109925902,0.18611132,0.022674366,0.977325634,0.016066826,0.369637181,0.10988161,0.184782445,0.16191904,0.003645563,0.02496071,0.402727211,0.989151721,0.883976906,0.803657264,0.154317554,0.027217562,0.047649184,0.000583255,0.023042555,0.110933234,0.762346456,0.575031127,0.670518027,0.837629529,0.159040381,0
0.506166821,0.558602268,0.56041544,0.085130074,0.188066242,0.188066242,0.188066242,0.226812896,0.104877453,0.180462454,0.116878798,0.883121202,0.005285772,0.373645386,0.104874037,0.178365131,0.127436282,0.000170968,0.009526607,0.393998327,0.782524345,0.254207698,0.063617059,0.004272238,0.078712151,0.012515219,5400000000.0,0.36167878,0.116831624,0.665494078,0.464156586,0.609235249,0.810692099,0.032075668,0
0.495783162,0.550425207,0.538037368,0.280898876,0.172727656,0.172727656,0.172727656,0.216696606,0.102516082,0.180161181,0.190797231,0.809202769,0.004993059,0.383563007,0.102472031,0.17918709,0.11844078,0.000162647,0.004811774,0.392584971,0.726606429,0.559033687,0.168898509,0.004500624,0.19909679,0.06426845,0.000154195,0.367109197,0.110933234,0.657817591,0.461276207,0.556166364,0.80584931,0.018264884,0
0.471554624,0.540231138,0.523850313,0.151634781,0.167123172,0.167123172,0.167123172,0.214805711,0.100561843,0.171424268,0.122471808,0.877528192,0.007916075,0.375160764,0.100542283,0.170462258,0.20089955,0.00176037,0.108382416,0.403349088,0.847638612,0.72891793,0.044678356,0.002193871,0.107824634,0.02552929,229000000.0,0.056067201,0.113202222,0.638759929,0.458412158,0.588771776,0.799162293,0.030467797,0
0.604982206,0.653020061,0.63616896,0.230590141,0.222409507,0.222409507,0.222409507,0.290346979,0.170344434,0.248248851,0.123197388,0.876802612,0.020393118,0.372956476,0.170347029,0.247334289,0.35982009,0.011122786,0.053978232,0.41405667,0.905987486,0.556044578,0.253856222,0.018276351,0.073389171,0.015332044,8440000000.0,0.013732883,0.119752693,0.702150621,0.471453553,0.630223189,0.860446068,0.030270509,0
0.507678058,0.552714784,0.556774988,0.0,0.194850617,0.194850617,0.194850617,0.223031105,0.104796026,0.176319952,0.120718324,0.879281676,0.005123259,0.373947343,0.104800756,0.175363849,0.068965517,6960000000.0,0.011594671,0.396033559,0.783610044,0.217311331,0.03086803,0.002146955,0.075982834,0.014722443,4890000000.0,0.483412903,0.115981825,0.647658631,0.460266464,0.616041833,0.80629814,0.03096137,0
0.519767952,0.577627562,0.561004336,0.268751898,0.186338545,0.186338545,0.186338545,0.229554694,0.107483104,0.186261957,0.073071923,0.926928077,0.006862685,0.369637181,0.107463319,0.185302768,0.109445277,0.000534087,0.048070737,0.412496325,0.812146521,0.367416473,0.183439627,0.015922664,0.060789581,0.013540511,0.000190161,0.099520788,0.110933234,0.677396661,0.470950598,0.634195475,0.822163044,0.052713735,0
0.491493199,0.514827737,0.531987794,0.0,0.176941553,0.176941553,0.176941553,0.205634868,0.090546372,0.163666491,0.119932279,0.880067721,0.005070867,0.376330569,0.090494569,0.162672498,0.068965517,6430000000.0,0.007611298,0.390086158,0.710751219,0.131333435,0.007735755,0.000419906,0.097494431,0.011396874,1270000000.0,0.550910588,0.115592068,0.632062435,0.456981114,0.594415515,0.783153183,0.031179164,1
0.483888266,0.547863061,0.536698967,0.085737423,0.177531499,0.177531499,0.177531499,0.219060225,0.096979073,0.174888906,0.10511836,0.89488164,0.005268169,0.370933361,0.096935203,0.173923535,0.061469265,8930000000.0,0.015645609,0.393579973,0.78215128,0.041071885,0.005999868,0.001089039,0.028821009,0.005773546,1060000000.0,0.347393836,0.11234247,0.642433866,0.459155775,0.572347173,0.805924126,0.036000633,0
0.519621703,0.582751853,0.56774988,0.116509768,0.24731364,0.24731364,0.24731364,0.256972677,0.131096816,0.211418242,0.153429876,0.846570124,0.005422396,0.376586674,0.129977038,0.209230073,0.095952024,0.000230732,0.016130312,0.399742204,0.752534618,0.259329045,0.084840938,0.003768555,0.119246606,0.009025149,0.000105874,0.22808679,0.116100149,0.646167028,0.459812829,0.588986636,0.821745719,0.023631516,0
0.507044313,0.545409943,0.559130574,0.330600263,0.174328937,0.174328937,0.174328937,0.218587501,0.099584724,0.174135723,0.142636878,0.857363122,0.005059271,0.374101677,0.099573339,0.173154362,0.11844078,0.00010591,0.011518294,0.393331223,0.785120551,0.259298233,0.043490663,0.002611667,0.088080691,0.024238245,4150000000.0,0.542532837,0.118748566,0.651874795,0.460871108,0.590343053,0.801267386,0.025689585,0
0.459269731,0.50757741,0.508646073,0.0,0.148539885,0.148539885,0.148539885,0.209511204,0.0894064,0.162235445,0.16174381,0.83825619,0.005001513,0.379380339,0.089395346,0.163283312,0.067466267,6130000000.0,0.008583641,0.387756948,0.725644738,0.16682551,0.032490319,0.001337402,0.128716674,0.028673617,5110000000.0,0.55556352,0.117670794,0.649702943,0.460344451,0.571342263,0.778376628,0.022229423,0
0.454199776,0.522732229,0.508913753,0.0,0.193544309,0.193544309,0.193544309,0.211496644,0.091767771,0.166980493,0.027360401,0.972639599,0.005971893,0.369637181,0.091740355,0.165982958,0.088455772,0.000254183,0.030553883,0.387485584,0.818660604,0.259879664,0.033930604,0.008340214,0.021157637,0.016822989,3970000000.0,0.204658121,0.110933234,0.651310804,0.466194481,0.57736833,0.791033964,0.134800925,0
0.52917662,0.583951156,0.569088281,0.271282518,0.190678859,0.190678859,0.190678859,0.230500142,0.099259018,0.188596822,0.07425099,0.92574901,0.005657461,0.370473715,0.099215073,0.186381118,0.208395802,0.000646806,0.028197935,0.394122702,0.765443799,0.220858811,0.045656074,0.00482428,0.04985115,0.02608385,282000000.0,0.225694923,0.110933234,0.595420537,0.443423906,0.571522961,0.821808543,0.051850364,0
0.478233315,0.544156127,0.52443921,0.407328677,0.173401879,0.173401879,0.173401879,0.214143897,0.09681622,0.173156587,0.168092632,0.831907368,0.00550165,0.37948882,0.096829352,0.172143881,0.091454273,0.00025494,0.01437657,0.392652812,0.804661509,0.588146132,0.049991789,0.001737156,0.152564654,0.020949844,6140000000.0,0.176125202,0.114562535,0.635135241,0.458088768,0.571457511,0.799006396,0.021245064,0
0.384585385,0.387265591,0.429198565,0.0,0.149045552,0.149045552,0.149045552,0.193911317,0.07890237,0.15357385,0.092662575,0.907337425,0.005033798,0.369725532,0.078907942,0.152590302,0.04197901,3560000000.0,0.003028656,0.381786934,0.749781862,0.288596719,0.214315659,0.011516543,0.098487695,0.024070244,0.000558456,0.614246391,0.110979926,0.655213942,0.462595895,0.491464888,0.712156547,0.041182438,0
0.485984498,0.546718273,0.531238289,0.40024294,0.183388816,0.183388816,0.183388816,0.218587501,0.100236137,0.176545906,0.177646098,0.822353902,0.005822005,0.374905778,0.100232872,0.175597617,0.163418291,0.000829878,0.012678642,0.39276588,0.816078427,0.739193107,0.082328432,0.002375847,0.183804411,0.01049254,5670000000.0,0.103302506,0.110933234,0.656549332,0.461237791,0.594037614,0.800880274,0.019900264,0
0.361526837,0.408307894,0.402055785,0.0,0.196325481,0.196325481,0.196325481,0.101824714,0.098933312,0.081720268,0.195785591,0.804214409,0.004836608,0.37411286,0.098954517,0.080650026,0.043478261,2950000000.0,0.00534054,0.39255105,0.727340108,0.074706729,0.025362869,0.002694752,0.049575353,0.053486101,6000000000.0,0.802943245,0.110933234,0.597760787,0.45335337,0.575535957,0.719603248,0.017697696,1
0.723882416,0.760248583,0.74436533,0.198906772,0.18199823,0.18199823,0.18199823,0.297059658,0.188176859,0.682609023,0.158750794,0.841249206,0.004936552,0.369793752,0.188130018,0.250953925,0.449775112,0.0005356,0.003536859,0.394382759,0.709857588,0.207459744,0.120267927,0.003939166,0.161889169,0.262269161,4000000000.0,0.600113727,0.110995077,0.68830128,0.466572243,0.661163895,0.89171835,0.022714847,0
0.526544143,0.579753598,0.57385299,0.192732058,0.201677131,0.201677131,0.201677131,0.23343103,0.109111636,0.191684869,0.079481211,0.920518789,0.006833904,0.370726465,0.109116225,0.18441294,0.23838081,0.000923684,0.069952852,0.407600461,0.779943537,0.286551317,0.035163039,0.002210804,0.084106175,0.016758119,217000000.0,0.097995975,0.110933234,0.645379452,0.460041081,0.590049757,0.817160682,0.048346283,0
0.493589431,0.543665504,0.542695005,0.027735601,0.19063672,0.19063672,0.19063672,0.218682046,0.101783242,0.173608496,0.058046377,0.941953623,0.006222004,0.369637181,0.1017555,0.172618958,0.149925037,0.000506853,0.028162684,0.396304923,0.887774556,0.533529799,0.220760626,0.02072874,0.056159244,0.042116555,0.000155855,0.151333266,0.110933234,0.683858027,0.476475744,0.628521655,0.803716904,0.06645828,0
0.573489982,0.645551679,0.625890037,0.088369268,0.295899878,0.295899878,0.295899878,0.294696039,0.161306083,0.242675303,0.01931856,0.98068144,0.008416295,0.369637181,0.161300829,0.241414675,0.068965517,0.00052047,0.015486979,0.417437417,0.963457849,0.878673979,0.067645403,0.01625875,0.021648177,0.047306654,0.00011315,0.071535889,0.110933234,0.379567962,0.168180447,0.642617601,0.859901315,0.181965542,0
0.440647394,0.497601396,0.493870122,0.0,0.173064768,0.173064768,0.173064768,0.199394913,0.088022148,0.154929577,0.126099707,0.873900293,0.005329765,0.374824138,0.088002996,0.153955207,0.061469265,7410000000.0,0.016286004,0.385789557,0.736634221,0.101416334,0.009441016,0.000708052,0.070431831,0.017296622,151000000.0,0.305131763,0.115316263,0.638473684,0.45837847,0.600143711,0.770342468,0.02950212,0
0.567445035,0.613606629,0.609400932,0.163781759,0.217015718,0.217015718,0.217015718,0.260754467,0.140868007,0.213753107,0.118178795,0.881821205,0.005501733,0.373373624,0.140822708,0.212540532,0.130434783,0.000240566,0.024446631,0.410585468,0.848765991,0.490571862,0.144429165,0.009651594,0.079102917,0.017255235,0.000134881,0.269395229,0.118056775,0.615201645,0.453338412,0.596588816,0.838417577,0.031692178,0
0.491590699,0.557893589,0.542320253,0.118736714,0.240908516,0.240908516,0.240908516,0.229460149,0.08631219,0.183475183,0.045106872,0.954893128,0.010202886,0.369637181,0.086293094,0.182535254,0.049475262,0.000475081,0.041155648,0.375466407,0.775785817,0.175388069,0.048254428,0.009239443,0.027296486,0.013874842,0.000109005,0.043781429,0.110933234,0.638016822,0.456670832,0.544078237,0.811484672,0.084967555,0
0.551211427,0.595889664,0.598854328,0.179066707,0.189962496,0.189962496,0.189962496,0.247423655,0.114241511,0.203133238,0.159204281,0.840795719,0.005201178,0.376160579,0.114245933,0.201508182,0.106446777,0.000161891,0.006195379,0.394484521,0.768016642,0.405991995,0.093762272,0.00400198,0.124118533,0.01463509,0.000103806,0.327699198,0.117081449,0.644906439,0.45959159,0.59707225,0.830004114,0.022640091,0
